release_id,title,artist_name,artist_id,primary_type,secondary_types,first_release_date,release_year
2f06d8f6-38f3-3299-ae0c-4d2ef6434617,Girl Crazy,George Gershwin,65744963-191a-44ef-a3c7-b693a808a158,Album,Soundtrack,1990-11-13,1990
3e9fee35-d0ec-33bb-a4a6-2da326889646,City of Angels,Cy Coleman,2566401d-579d-45b7-8643-f42150c7c080,Album,Soundtrack,1990,1990
40e858ae-2165-3e18-b0c2-d4074f8ebeb3,Filmworks I: 1986-1990,John Zorn,7ec4a553-73e5-4c0d-a071-a82b83a309e6,Album,Soundtrack,1990,1990
cc3fada0-61b7-3883-b8c3-824ad0d536de,Cirque du Soleil,Cirque du Soleil,0ea427c8-07d4-4f9c-92c6-bc4e8241799a,Album,Soundtrack,1990-07,1990
8b606502-8e73-3302-939d-dc561571d5ed,Iolanthe (1991 D’Oyly Carte cast),W.S. Gilbert,949a471b-49a3-4d72-8054-37f3174b0a6a,Album,Soundtrack,1991,1991
f4876f94-a608-34e0-8d1f-f0a23c4bd942,Les Misérables (1991 Dutch cast),Claude‐Michel Schönberg,e605aaba-e920-456a-9c8a-0836c46d4764,Album,Soundtrack,1991,1991
03907ae8-f9bf-3f4b-982e-b9a65b951e56,Les Misérables (1991 Paris cast),Claude‐Michel Schönberg,e605aaba-e920-456a-9c8a-0836c46d4764,Album,Soundtrack,1991,1991
fdeec7b2-3ae7-370a-845a-f9383bc24db4,Carmen Jones (1991 original London cast),Georges Bizet,9bd20e6a-b41d-4983-a5b6-c0ff849fa235,Album,Soundtrack,1991,1991
798cf29a-74ed-482e-b367-05cf4a64920e,Children of Eden (1991 Original Cast),Shezwae Powell,9385e4c5-4d55-4e41-9089-390f999a5099,Album,Soundtrack,1991,1991
5f87499a-b080-48b1-b711-4ebdd7da8824,Annie Get Your Gun (1991 studio recording),Irving Berlin,5e645519-a175-4fe0-9a9b-eb9dc9f506b5,Album,Soundtrack,1991,1991
3ce50b0e-9f75-4b2e-802c-bfe7a1d9b23d,The Phantom of the Opera (1991 Australian cast),Andrew Lloyd Webber,980ee2d8-2ee9-407b-b48e-48360fbc7437,Album,Soundtrack,1991,1991
f6c86e42-9518-3c5e-b67e-4b97d207d77a,Kismet,George Forrest,07057467-9e48-469b-846c-5abf5246d2bb,Album,Soundtrack,1991-11-15,1991
d807e2f0-b8b2-35d8-9a3b-086f114e64e2,Nine (1992 London concert cast),Maury Yeston,5c7ddea6-f48e-47de-8fe9-73ae665386f9,Album,Soundtrack,1992-10-09,1992
ccd0ce1e-ef12-48f0-ad84-13b692a61e35,Five Guys Named Moe (1992 original Broadway cast),Louis Jordan,b8b30699-7814-4fd1-ab75-6f22f5da0fac,Album,Soundtrack,1992,1992
f38945b7-e8a9-4200-bae5-85b6c4699791,Hair (Die Deutsche Neuaufnahme 1993),Galt MacDermot,479e16b4-2b26-40d1-ba65-9ce5ea8ae6a6,Album,Soundtrack,1993,1993
a87cdb55-ad02-4071-aae7-f2d5c1ee3ab0,Dansk Melodi Grand Prix 1993,Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,Soundtrack,1993,1993
