tmdb_id,discogs_id,tmdb_title,discogs_title,tmdb_year,discogs_year,token_score,partial_score,hybrid_score,year_diff
,,once upon time in hollywood,various once upon time in hollywood,2019.0,2019.0,87.09677419354838,100.0,90.97,0.0
,,once upon time in hollywood,various once upon time in hollywood,2019.0,2019.0,87.09677419354838,100.0,90.97,0.0
,,once upon time in hollywood,various once upon time in hollywood,2019.0,2019.0,87.09677419354838,100.0,90.97,0.0
,,once upon time in hollywood,various once upon time in hollywood,2019.0,2019.0,87.09677419354838,100.0,90.97,0.0
,,once upon time in hollywood collection,various once upon time in hollywood,,2019.0,73.97260273972603,87.09677419354838,77.91,
,,once upon time in hollywood collection,various once upon time in hollywood,,2019.0,73.97260273972603,87.09677419354838,77.91,
,,once upon time in hollywood collection,various once upon time in hollywood,,2019.0,73.97260273972603,87.09677419354838,77.91,
,,once upon time in hollywood collection,various once upon time in hollywood,,2019.0,73.97260273972603,87.09677419354838,77.91,
,,once upon time in hollywood collection,various once upon time in hollywood,,2019.0,73.97260273972603,87.09677419354838,77.91,
,,mad max fury road,tom holkenborg aka junkie xl mad max fury road,2015.0,2015.0,53.968253968253975,100.0,67.78,0.0
,,mad max fury road,junkie xl mad max fury road,2015.0,2015.0,77.27272727272727,100.0,84.09,0.0
,,mad max fury road,tom holkenborg aka junkie xl mad max fury road,2015.0,2015.0,53.968253968253975,100.0,67.78,0.0
,,mad max fury road,tom holkenborg aka junkie xl mad max fury road,2015.0,2015.0,53.968253968253975,100.0,67.78,0.0
,,mad max fury road,tom holkenborg aka junkie xl mad max fury road,2015.0,2015.0,53.968253968253975,100.0,67.78,0.0
,,oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,56.41025641025641,100.0,69.49,0.0
,,oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,56.41025641025641,100.0,69.49,0.0
,,oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,56.41025641025641,100.0,69.49,0.0
,,oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,56.41025641025641,100.0,69.49,0.0
,,oppenheimer and the manhattan project,ludwig goransson oppenheimer,2024.0,2023.0,46.15384615384615,56.41025641025641,49.23,1.0
,,oppenheimer and the manhattan project,ludwig goransson oppenheimer,2024.0,2023.0,46.15384615384615,56.41025641025641,49.23,1.0
,,oppenheimer and the manhattan project,ludwig goransson oppenheimer,2024.0,2023.0,46.15384615384615,56.41025641025641,49.23,1.0
,,oppenheimer and the manhattan project,ludwig goransson oppenheimer,2024.0,2023.0,46.15384615384615,56.41025641025641,49.23,1.0
,,inside christopher nolan oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,56.25,69.76744186046511,60.31,0.0
,,inside christopher nolan oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,56.25,69.76744186046511,60.31,0.0
,,inside christopher nolan oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,56.25,69.76744186046511,60.31,0.0
,,inside christopher nolan oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,56.25,69.76744186046511,60.31,0.0
,,oppenheimer the real story,ludwig goransson oppenheimer,2023.0,2023.0,40.74074074074075,59.45945945945945,46.36,0.0
,,oppenheimer the real story,ludwig goransson oppenheimer,2023.0,2023.0,40.74074074074075,59.45945945945945,46.36,0.0
,,oppenheimer the real story,ludwig goransson oppenheimer,2023.0,2023.0,40.74074074074075,59.45945945945945,46.36,0.0
,,oppenheimer the real story,ludwig goransson oppenheimer,2023.0,2023.0,40.74074074074075,59.45945945945945,46.36,0.0
,,oppenheimer after trinity,ludwig goransson oppenheimer,2023.0,2023.0,49.056603773584904,61.111111111111114,52.67,0.0
,,oppenheimer after trinity,ludwig goransson oppenheimer,2023.0,2023.0,49.056603773584904,61.111111111111114,52.67,0.0
,,oppenheimer after trinity,ludwig goransson oppenheimer,2023.0,2023.0,49.056603773584904,61.111111111111114,52.67,0.0
,,oppenheimer after trinity,ludwig goransson oppenheimer,2023.0,2023.0,49.056603773584904,61.111111111111114,52.67,0.0
,,oppenheimer genius or madman,ludwig goransson oppenheimer,2023.0,2023.0,60.71428571428572,56.41025641025641,59.42,0.0
,,oppenheimer genius or madman,ludwig goransson oppenheimer,2023.0,2023.0,60.71428571428572,56.41025641025641,59.42,0.0
,,oppenheimer genius or madman,ludwig goransson oppenheimer,2023.0,2023.0,60.71428571428572,56.41025641025641,59.42,0.0
,,oppenheimer genius or madman,ludwig goransson oppenheimer,2023.0,2023.0,60.71428571428572,56.41025641025641,59.42,0.0
,,to end all war oppenheimer the atomic bomb,ludwig goransson oppenheimer,2023.0,2023.0,45.714285714285715,55.55555555555556,48.67,0.0
,,to end all war oppenheimer the atomic bomb,ludwig goransson oppenheimer,2023.0,2023.0,45.714285714285715,55.55555555555556,48.67,0.0
,,to end all war oppenheimer the atomic bomb,ludwig goransson oppenheimer,2023.0,2023.0,45.714285714285715,55.55555555555556,48.67,0.0
,,to end all war oppenheimer the atomic bomb,ludwig goransson oppenheimer,2023.0,2023.0,45.714285714285715,55.55555555555556,48.67,0.0
,,innovations in film 65mm black and white film in oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,38.63636363636363,66.66666666666667,47.05,0.0
,,innovations in film 65mm black and white film in oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,38.63636363636363,66.66666666666667,47.05,0.0
,,innovations in film 65mm black and white film in oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,38.63636363636363,66.66666666666667,47.05,0.0
,,innovations in film 65mm black and white film in oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,38.63636363636363,66.66666666666667,47.05,0.0
,,oppenheimer genio arrependido,ludwig goransson oppenheimer,2023.0,2023.0,59.64912280701755,56.41025641025641,58.68,0.0
,,oppenheimer genio arrependido,ludwig goransson oppenheimer,2023.0,2023.0,59.64912280701755,56.41025641025641,58.68,0.0
,,oppenheimer genio arrependido,ludwig goransson oppenheimer,2023.0,2023.0,59.64912280701755,56.41025641025641,58.68,0.0
,,oppenheimer genio arrependido,ludwig goransson oppenheimer,2023.0,2023.0,59.64912280701755,56.41025641025641,58.68,0.0
,,real oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,50.0,85.71428571428572,60.71,0.0
,,real oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,50.0,85.71428571428572,60.71,0.0
,,real oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,50.0,85.71428571428572,60.71,0.0
,,real oppenheimer,ludwig goransson oppenheimer,2023.0,2023.0,50.0,85.71428571428572,60.71,0.0
,,pirates of the caribbean at world end,hans zimmer pirates of the caribbean at world end,2007.0,2007.0,86.04651162790698,100.0,90.23,0.0
,,pirates of the caribbean at world end,hans zimmer pirates of the caribbean at world end,2007.0,2007.0,86.04651162790698,100.0,90.23,0.0
,,pirates of the caribbean at world end,hans zimmer pirates of the caribbean at world end,2007.0,2007.0,86.04651162790698,100.0,90.23,0.0
,,pirates of the caribbean at world end,various pirates of the caribbean,2007.0,2007.0,75.36231884057972,85.71428571428572,78.47,0.0
,,pirates of the caribbean at world end,klaus badelt hans zimmer pirates of the caribbean,2007.0,2007.0,72.09302325581395,78.68852459016394,74.07,0.0
,,pan labyrinth,javier navarrete pan labyrinth,2006.0,2006.0,60.46511627906976,100.0,72.33,0.0
,,pan labyrinth,javier navarrete pan labyrinth,2006.0,2006.0,60.46511627906976,100.0,72.33,0.0
,,pan labyrinth,javier navarrete pan labyrinth,2006.0,2006.0,60.46511627906976,100.0,72.33,0.0
,,pan labyrinth,javier navarrete pan labyrinth,2006.0,2006.0,60.46511627906976,100.0,72.33,0.0
,,pirates of the caribbean dead man chest,hans zimmer pirates of the caribbean dead man chest,2006.0,2006.0,86.66666666666667,100.0,90.67,0.0
,,pirates of the caribbean dead man chest,hans zimmer pirates of the caribbean dead man chest,2006.0,2006.0,86.66666666666667,100.0,90.67,0.0
,,pirates of the caribbean dead man chest,hans zimmer pirates of the caribbean dead man chest,2006.0,2006.0,86.66666666666667,100.0,90.67,0.0
,,pirates of the caribbean dead man chest,various pirates of the caribbean,2006.0,2007.0,67.6056338028169,85.71428571428572,73.04,1.0
,,according to plan the making of pirates of the caribbean dead man chest,hans zimmer pirates of the caribbean dead man chest,2006.0,2006.0,72.1311475409836,87.91208791208791,76.87,0.0
,,according to plan the making of pirates of the caribbean dead man chest,hans zimmer pirates of the caribbean dead man chest,2006.0,2006.0,72.1311475409836,87.91208791208791,76.87,0.0
,,according to plan the making of pirates of the caribbean dead man chest,hans zimmer pirates of the caribbean dead man chest,2006.0,2006.0,72.1311475409836,87.91208791208791,76.87,0.0
,,according to plan the making of pirates of the caribbean dead man chest,various pirates of the caribbean,2006.0,2007.0,50.48543689320388,84.375,60.65,1.0
,,pirates of the caribbean on stranger tides,hans zimmer featuring rodrigo gabriela pirates of the caribbean on stranger tides,2011.0,2011.0,68.29268292682926,100.0,77.8,0.0
,,pirates of the caribbean on stranger tides,hans zimmer featuring rodrigo gabriela pirates of the caribbean,2011.0,2011.0,59.04761904761905,72.72727272727273,63.15,0.0
,,pirates of the caribbean on stranger tides,hans zimmer featuring rodrigo gabriela pirates of the caribbean on stranger tides,2011.0,2011.0,68.29268292682926,100.0,77.8,0.0
,,pirates of the caribbean on stranger tides,hans zimmer featuring rodrigo gabriela pirates of the caribbean,2011.0,2011.0,59.04761904761905,72.72727272727273,63.15,0.0
,,pirates of the caribbean on stranger tides,hans zimmer featuring rodrigo gabriela pirates of the caribbean on stranger tides,2011.0,2011.0,68.29268292682926,100.0,77.8,0.0
,,pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,89.07563025210084,100.0,92.35,0.0
,,pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,89.07563025210084,100.0,92.35,0.0
,,pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,89.07563025210084,100.0,92.35,0.0
,,pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,89.07563025210084,100.0,92.35,0.0
,,pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,89.07563025210084,100.0,92.35,0.0
,,epic at sea the making of pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,80.0,90.0,83.0,0.0
,,epic at sea the making of pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,80.0,90.0,83.0,0.0
,,epic at sea the making of pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,80.0,90.0,83.0,0.0
,,epic at sea the making of pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,80.0,90.0,83.0,0.0
,,epic at sea the making of pirates of the caribbean the curse of the black pearl,klaus badelt pirates of the caribbean the curse of the black pearl,2003.0,2003.0,80.0,90.0,83.0,0.0
,,platoon,various platoon,1986.0,1987.0,63.63636363636363,100.0,74.55,1.0
,,platoon,various platoon,1986.0,1987.0,63.63636363636363,100.0,74.55,1.0
,,platoon,various platoon,1986.0,1987.0,63.63636363636363,100.0,74.55,1.0
,,platoon,various platoon,1986.0,,63.63636363636363,100.0,74.55,
,,american force the brave platoon,various platoon,1987.0,1987.0,34.04255319148937,72.0,45.43,0.0
,,american force the brave platoon,various platoon,1987.0,1987.0,34.04255319148937,72.0,45.43,0.0
,,american force the brave platoon,various platoon,1987.0,1987.0,34.04255319148937,72.0,45.43,0.0
,,american force the brave platoon,various platoon,1987.0,,34.04255319148937,72.0,45.43,
,,317th platoon,various platoon,1965.0,,50.0,76.19047619047619,57.86,
,,great white tiger platoon,various platoon,1954.0,,50.0,75.0,57.5,
,,red platoon,various platoon,,1987.0,69.23076923076923,84.21052631578947,73.72,
,,red platoon,various platoon,,1987.0,69.23076923076923,84.21052631578947,73.72,
,,red platoon,various platoon,,1987.0,69.23076923076923,84.21052631578947,73.72,
,,red platoon,various platoon,,,69.23076923076923,84.21052631578947,73.72,
,,platoon commander guan,various platoon,1951.0,,37.83783783783784,63.63636363636363,45.58,
,,last platoon,various platoon,1988.0,1987.0,51.85185185185186,85.71428571428572,62.01,1.0
,,last platoon,various platoon,1988.0,1987.0,51.85185185185186,85.71428571428572,62.01,1.0
,,last platoon,various platoon,1988.0,1987.0,51.85185185185186,85.71428571428572,62.01,1.0
,,last platoon,various platoon,1988.0,,51.85185185185186,85.71428571428572,62.01,
,,tour of the inferno revisiting platoon,various platoon,2001.0,,45.28301886792453,69.56521739130434,52.57,
,,anderson platoon,various platoon,1967.0,,45.16129032258065,74.07407407407408,53.84,
,,lost platoon,various platoon,1990.0,,51.85185185185186,86.95652173913044,62.38,
,,platoon leader,various platoon,1988.0,1987.0,48.275862068965516,66.66666666666667,53.79,1.0
,,platoon leader,various platoon,1988.0,1987.0,48.275862068965516,66.66666666666667,53.79,1.0
,,platoon leader,various platoon,1988.0,1987.0,48.275862068965516,66.66666666666667,53.79,1.0
,,platoon leader,various platoon,1988.0,,48.275862068965516,66.66666666666667,53.79,
,,platoon of the dead,various platoon,2009.0,,47.05882352941176,63.63636363636363,52.03,
,,platoon the warriors,various platoon,1988.0,1987.0,74.28571428571429,63.63636363636363,71.09,1.0
,,platoon the warriors,various platoon,1988.0,1987.0,74.28571428571429,63.63636363636363,71.09,1.0
,,platoon the warriors,various platoon,1988.0,1987.0,74.28571428571429,63.63636363636363,71.09,1.0
,,platoon the warriors,various platoon,1988.0,,74.28571428571429,63.63636363636363,71.09,
,,black warrior,various platoon,1987.0,1987.0,50.0,44.44444444444444,48.33,0.0
,,black warrior,various platoon,1987.0,1987.0,50.0,44.44444444444444,48.33,0.0
,,black warrior,various platoon,1987.0,1987.0,50.0,44.44444444444444,48.33,0.0
,,black warrior,various platoon,1987.0,,50.0,44.44444444444444,48.33,
,,assault platoon,various platoon,1990.0,,46.666666666666664,75.0,55.17,
,,body double,various platoon,2006.0,,30.76923076923077,28.57142857142857,30.11,
,,full metal platoon,various platoon,,1987.0,42.42424242424242,72.0,51.3,
,,full metal platoon,various platoon,,1987.0,42.42424242424242,72.0,51.3,
,,full metal platoon,various platoon,,1987.0,42.42424242424242,72.0,51.3,
,,full metal platoon,various platoon,,,42.42424242424242,72.0,51.3,
,,raider platoon,various platoon,1988.0,1987.0,68.96551724137932,74.07407407407408,70.5,1.0
,,raider platoon,various platoon,1988.0,1987.0,68.96551724137932,74.07407407407408,70.5,1.0
,,raider platoon,various platoon,1988.0,1987.0,68.96551724137932,74.07407407407408,70.5,1.0
,,raider platoon,various platoon,1988.0,,68.96551724137932,74.07407407407408,70.5,
,,platoon07 great marksman,various platoon,2021.0,,35.89743589743589,63.63636363636363,44.22,
,,alien platoon,various platoon,1992.0,,50.0,76.19047619047619,57.86,
,,princess mononoke in the,joe hisaishi princess mononoke,2001.0,2001.0,70.37037037037037,82.92682926829268,74.14,0.0
,,prometheus,marc streitenfeld prometheus,2012.0,2012.0,52.63157894736843,100.0,66.84,0.0
,,prometheus,marc streitenfeld prometheus,2015.0,2016.0,52.63157894736843,100.0,66.84,1.0
,,prometheus,marc streitenfeld prometheus,2015.0,2016.0,52.63157894736843,100.0,66.84,1.0
,,prometheus,marc streitenfeld prometheus,2021.0,2021.0,52.63157894736843,100.0,66.84,0.0
,,prometheus the poem of the kazan fire,marc streitenfeld prometheus,2022.0,2021.0,52.3076923076923,52.63157894736843,52.4,1.0
,,purple rain,prince and the revolution purple rain,1984.0,1984.0,45.833333333333336,100.0,62.08,0.0
,,purple rain,prince purple rain,1984.0,,75.86206896551724,100.0,83.1,
,,purple rain,prince and the revolution purple rain,1984.0,1984.0,45.833333333333336,100.0,62.08,0.0
,,purple rain,prince and the revolution purple rain,1984.0,1984.0,45.833333333333336,100.0,62.08,0.0
,,purple rain kaede matsushima,prince and the revolution purple rain,,1984.0,49.23076923076923,56.41025641025641,51.38,
,,purple rain kaede matsushima,prince purple rain,,,56.52173913043479,75.86206896551724,62.32,
,,purple rain kaede matsushima,prince and the revolution purple rain,,1984.0,49.23076923076923,56.41025641025641,51.38,
,,purple rain kaede matsushima,prince and the revolution purple rain,,1984.0,49.23076923076923,56.41025641025641,51.38,
,,purple rain kaede matsushima,prince and the revolution purple rain,,2017.0,49.23076923076923,56.41025641025641,51.38,
,,hbd purple rain,prince purple rain,2021.0,,72.72727272727273,88.88888888888889,77.58,
,,purple rain,prince purple rain,2025.0,,75.86206896551724,100.0,83.1,
,,prince purple rain,prince and the revolution purple rain,,1984.0,65.45454545454545,84.84848484848484,71.27,
,,prince purple rain,prince purple rain,,,100.0,100.0,100.0,
,,prince purple rain,prince and the revolution purple rain,,1984.0,65.45454545454545,84.84848484848484,71.27,
,,prince purple rain,prince and the revolution purple rain,,1984.0,65.45454545454545,84.84848484848484,71.27,
,,prince purple rain,prince and the revolution purple rain,,2017.0,65.45454545454545,84.84848484848484,71.27,
,,purple rain collection,prince and the revolution purple rain,,1984.0,47.45762711864406,66.66666666666667,53.22,
,,purple rain collection,prince purple rain,,,70.0,75.86206896551724,71.76,
,,purple rain collection,prince and the revolution purple rain,,1984.0,47.45762711864406,66.66666666666667,53.22,
,,purple rain collection,prince and the revolution purple rain,,1984.0,47.45762711864406,66.66666666666667,53.22,
,,purple rain collection,prince and the revolution purple rain,,2017.0,47.45762711864406,66.66666666666667,53.22,
,,purple rain,prince purple rain,2019.0,,75.86206896551724,100.0,83.1,
,,prince and the revolution live,prince and the revolution purple rain,1985.0,1984.0,77.61194029850746,92.85714285714286,82.19,1.0
,,prince and the revolution live,prince purple rain,1985.0,,45.833333333333336,66.66666666666667,52.08,
,,prince and the revolution live,prince and the revolution purple rain,1985.0,1984.0,77.61194029850746,92.85714285714286,82.19,1.0
,,prince and the revolution live,prince and the revolution purple rain,1985.0,1984.0,77.61194029850746,92.85714285714286,82.19,1.0
,,pulp fiction,various pulp fiction,1994.0,1994.0,75.0,100.0,82.5,0.0
,,pulp fiction,various pulp fiction,1994.0,,75.0,100.0,82.5,
,,pulp fiction,various pulp fiction,1994.0,1994.0,75.0,100.0,82.5,0.0
,,stealing pulp fiction,various pulp fiction,2025.0,,73.17073170731707,78.94736842105263,74.9,
,,pulp fiction the golden age of storytelling,various pulp fiction,2009.0,2008.0,47.61904761904761,75.0,55.83,1.0
,,pulp fiction the golden age of storytelling,various pulp fiction,2009.0,,47.61904761904761,75.0,55.83,
,,pulp fiction the facts,various pulp fiction,2002.0,,61.904761904761905,75.0,65.83,
,,stealing pulp fiction,various pulp fiction,2020.0,,73.17073170731707,78.94736842105263,74.9,
,,pulp fiction art cheap thrills painted nightmares,various pulp fiction the,2005.0,2006.0,49.31506849315068,72.72727272727273,56.34,1.0
,,pulp fiction art cheap thrills painted nightmares,various pulp fiction,2005.0,,46.37681159420289,75.0,54.96,
,,reservoir dogs,various reservoir dogs,1992.0,1992.0,77.77777777777779,100.0,84.44,0.0
,,reservoir dogs,various reservoir dogs,1992.0,,77.77777777777779,100.0,84.44,
,,reservoir dogs,various reservoir dogs,1992.0,1992.0,77.77777777777779,100.0,84.44,0.0
,,reservoir dogs,various reservoir dogs,1991.0,1992.0,77.77777777777779,100.0,84.44,1.0
,,reservoir dogs,various reservoir dogs,1991.0,,77.77777777777779,100.0,84.44,
,,reservoir dogs,various reservoir dogs,1991.0,1992.0,77.77777777777779,100.0,84.44,1.0
,,reservoir dogs revisited,various reservoir dogs,2005.0,,78.26086956521739,77.77777777777779,78.12,
,,reservoir dogs playing it fast loose,various reservoir dogs,2006.0,,48.275862068965516,77.77777777777779,57.13,
,,ray,ray charles ray,2004.0,2004.0,33.333333333333336,100.0,53.33,0.0
,,ray,ray charles ray,2004.0,2004.0,33.333333333333336,100.0,53.33,0.0
,,ray,ray charles ray,2004.0,2004.0,33.333333333333336,100.0,53.33,0.0
,,ray,ray charles ray,2004.0,2004.0,33.333333333333336,100.0,53.33,0.0
,,ray,ray charles ray,2005.0,2004.0,33.333333333333336,100.0,53.33,1.0
,,ray,ray charles ray,2005.0,2004.0,33.333333333333336,100.0,53.33,1.0
,,ray,ray charles ray,2005.0,2004.0,33.333333333333336,100.0,53.33,1.0
,,ray,ray charles ray,2005.0,2004.0,33.333333333333336,100.0,53.33,1.0
,,ray,ray charles ray,,2004.0,33.333333333333336,100.0,53.33,
,,ray,ray charles ray,,2004.0,33.333333333333336,100.0,53.33,
,,ray,ray charles ray,,2004.0,33.333333333333336,100.0,53.33,
,,ray,rudy ray moore rudy ray moore is dolemite,,1975.0,13.636363636363635,100.0,39.55,
,,ray,ray charles ray,,2004.0,33.333333333333336,100.0,53.33,
,,ray,ray charles ray,2003.0,2004.0,33.333333333333336,100.0,53.33,1.0
,,ray,ray charles ray,2003.0,2004.0,33.333333333333336,100.0,53.33,1.0
,,ray,ray charles ray,2003.0,2004.0,33.333333333333336,100.0,53.33,1.0
,,ray,ray charles ray,2003.0,2004.0,33.333333333333336,100.0,53.33,1.0
,,ray,ray charles ray,2004.0,2004.0,33.333333333333336,100.0,53.33,0.0
,,ray,ray charles ray,2004.0,2004.0,33.333333333333336,100.0,53.33,0.0
,,ray,ray charles ray,2004.0,2004.0,33.333333333333336,100.0,53.33,0.0
,,ray,ray charles ray,2004.0,2004.0,33.333333333333336,100.0,53.33,0.0
,,ray,ray charles ray,,2004.0,33.333333333333336,100.0,53.33,
,,ray,ray charles ray,,2004.0,33.333333333333336,100.0,53.33,
,,ray,ray charles ray,,2004.0,33.333333333333336,100.0,53.33,
,,ray,rudy ray moore rudy ray moore is dolemite,,1975.0,13.636363636363635,100.0,39.55,
,,ray,ray charles ray,,2004.0,33.333333333333336,100.0,53.33,
,,rocketman,various rocketman,2019.0,2019.0,69.23076923076923,100.0,78.46,0.0
,,rocketman,various rocketman,2019.0,2019.0,69.23076923076923,100.0,78.46,0.0
,,rocketman,various rocketman,2019.0,2019.0,69.23076923076923,100.0,78.46,0.0
,,rocketman,various rocketman,2019.0,2019.0,69.23076923076923,100.0,78.46,0.0
,,rocketman,various rocketman,2019.0,2019.0,69.23076923076923,100.0,78.46,0.0
,,elton john becoming rocketman,various rocketman,2019.0,2019.0,39.13043478260869,74.07407407407408,49.61,0.0
,,elton john becoming rocketman,various rocketman,2019.0,2019.0,39.13043478260869,74.07407407407408,49.61,0.0
,,elton john becoming rocketman,various rocketman,2019.0,2019.0,39.13043478260869,74.07407407407408,49.61,0.0
,,elton john becoming rocketman,various rocketman,2019.0,2019.0,39.13043478260869,74.07407407407408,49.61,0.0
,,elton john becoming rocketman,various rocketman,2019.0,2019.0,39.13043478260869,74.07407407407408,49.61,0.0
,,rocketman mad mike mission to prove the flat earth,various rocketman,2019.0,2019.0,32.83582089552238,69.23076923076923,43.75,0.0
,,rocketman mad mike mission to prove the flat earth,various rocketman,2019.0,2019.0,32.83582089552238,69.23076923076923,43.75,0.0
,,rocketman mad mike mission to prove the flat earth,various rocketman,2019.0,2019.0,32.83582089552238,69.23076923076923,43.75,0.0
,,rocketman mad mike mission to prove the flat earth,various rocketman,2019.0,2019.0,32.83582089552238,69.23076923076923,43.75,0.0
,,rocketman mad mike mission to prove the flat earth,various rocketman,2019.0,2019.0,32.83582089552238,69.23076923076923,43.75,0.0
,,rocketman 360,various rocketman,2019.0,2019.0,60.0,81.81818181818181,66.55,0.0
,,rocketman 360,various rocketman,2019.0,2019.0,60.0,81.81818181818181,66.55,0.0
,,rocketman 360,various rocketman,2019.0,2019.0,60.0,81.81818181818181,66.55,0.0
,,rocketman 360,various rocketman,2019.0,2019.0,60.0,81.81818181818181,66.55,0.0
,,rocketman 360,various rocketman,2019.0,2019.0,60.0,81.81818181818181,66.55,0.0
,,rogue one star wars story,michael giacchino rogue one,2016.0,2017.0,34.61538461538461,52.94117647058824,40.11,1.0
,,rogue one star wars story,michael giacchino rogue one,2016.0,2016.0,34.61538461538461,52.94117647058824,40.11,0.0
,,stories the making of rogue one star wars story,michael giacchino rogue one,2017.0,2017.0,37.83783783783784,66.66666666666667,46.49,0.0
,,stories the making of rogue one star wars story,michael giacchino rogue one,2017.0,2016.0,37.83783783783784,66.66666666666667,46.49,1.0
,,run lola run,various run lola run,1998.0,1999.0,75.0,100.0,82.5,1.0
,,run lola run,tykwer klimek heil run lola run,1998.0,1999.0,55.81395348837209,100.0,69.07,1.0
,,run lola run,tykwer klimek heil run lola run,1998.0,1999.0,55.81395348837209,100.0,69.07,1.0
,,run lola run,tykwer klimek heil run lola run,1998.0,1999.0,55.81395348837209,100.0,69.07,1.0
,,saturday night fever,various saturday night fever,1977.0,1977.0,83.33333333333334,100.0,88.33,0.0
,,saturday night fever,various saturday night fever,1977.0,1977.0,83.33333333333334,100.0,88.33,0.0
,,saturday night fever,various saturday night fever,1977.0,,83.33333333333334,100.0,88.33,
,,saturday night fever,bee gees night fever,1977.0,1978.0,55.00000000000001,78.78787878787878,62.14,1.0
,,saturday night fever,various saturday night fever,1977.0,1977.0,83.33333333333334,100.0,88.33,0.0
,,saturday night fever the ultimate disco movie,various saturday night fever,2017.0,,60.273972602739725,83.33333333333334,67.19,
,,wave presents saturday night fever september,various saturday night fever,2018.0,,61.111111111111114,82.14285714285714,67.42,
,,disco fever saturday night fever der ultimative disco film,various saturday night fever,2021.0,,53.48837209302326,82.14285714285714,62.08,
,,schindler list,john williams schindler list,1993.0,1993.0,66.66666666666667,100.0,76.67,0.0
,,schindler list,john williams schindler list,1993.0,1993.0,66.66666666666667,100.0,76.67,0.0
,,schindler list,john williams schindler list,1993.0,1993.0,66.66666666666667,100.0,76.67,0.0
,,oral history of schindler list,john williams schindler list,2018.0,2019.0,55.172413793103445,71.11111111111111,59.95,1.0
,,oral history of schindler list,john williams schindler list,2018.0,2018.0,55.172413793103445,71.11111111111111,59.95,0.0
,,schindler list 25 years later,john williams schindler list,2018.0,2019.0,63.1578947368421,66.66666666666667,64.21,1.0
,,schindler list 25 years later,john williams schindler list,2018.0,2018.0,63.1578947368421,66.66666666666667,64.21,0.0
,,bitter taste of love or frau schindler list,john williams schindler list,,1993.0,50.70422535211267,72.0,57.09,
,,bitter taste of love or frau schindler list,john williams schindler list,,2019.0,50.70422535211267,72.0,57.09,
,,bitter taste of love or frau schindler list,john williams schindler list,,1993.0,50.70422535211267,72.0,57.09,
,,bitter taste of love or frau schindler list,john williams schindler list,,1993.0,50.70422535211267,72.0,57.09,
,,bitter taste of love or frau schindler list,john williams schindler list,,2018.0,50.70422535211267,72.0,57.09,
,,school of rock,various school of rock,2003.0,2003.0,77.77777777777779,100.0,84.44,0.0
,,school of rock,school of rock school of rock,2003.0,2003.0,65.11627906976744,100.0,75.58,0.0
,,making of school of rock,various school of rock,,2003.0,60.86956521739131,82.05128205128204,67.22,
,,making of school of rock,school of rock school of rock,,2003.0,64.15094339622642,80.0,68.91,
,,making of school of rock,various high school high,,1996.0,41.666666666666664,53.65853658536586,45.26,
,,making of school of rock,various rock roll high school,,2019.0,52.83018867924528,52.94117647058824,52.86,
,,class of 79 40 years of rock roll high school,various rock roll high school,2019.0,2019.0,67.56756756756756,87.71929824561404,73.61,0.0
,,forever the untold story of rock roll high school forever,various rock roll high school,2020.0,2019.0,55.81395348837209,82.75862068965517,63.9,1.0
,,se7en,various se7en,1995.0,1995.0,55.55555555555556,100.0,68.89,0.0
,,se7en,various se7en,1995.0,1995.0,55.55555555555556,100.0,68.89,0.0
,,se7en,various se7en,1995.0,1995.0,55.55555555555556,100.0,68.89,0.0
,,se7en,various se7en,1995.0,1995.0,55.55555555555556,100.0,68.89,0.0
,,se7en,various se7en,1995.0,1995.0,55.55555555555556,100.0,68.89,0.0
