tmdb_id,discogs_id,tmdb_title,discogs_title,tmdb_year,discogs_year,token_score,partial_score,hybrid_score,year_diff
,,deadpool no good deed,tom holkenborg aka junkie xl deadpool,2017.0,2016.0,48.275862068965516,55.172413793103445,50.34,1.0
,,deadpool no good deed,tom holkenborg aka junkie xl deadpool,2017.0,2016.0,48.275862068965516,55.172413793103445,50.34,1.0
,,marvel studios assembled the making of deadpool wolverine,various deadpool wolverine,2024.0,2024.0,57.831325301204814,85.1063829787234,66.01,0.0
,,marvel studios assembled the making of deadpool wolverine,various deadpool wolverine,2024.0,2024.0,57.831325301204814,85.1063829787234,66.01,0.0
,,marvel studios assembled the making of deadpool wolverine,various deadpool wolverine,2024.0,2024.0,57.831325301204814,85.1063829787234,66.01,0.0
,,deadpool from comics to screen to screen,tom holkenborg aka junkie xl deadpool,,2016.0,49.350649350649356,35.55555555555555,45.21,
,,deadpool from comics to screen to screen,various deadpool wolverine,,2024.0,45.45454545454546,54.054054054054056,48.03,
,,deadpool from comics to screen to screen,various deadpool wolverine,,2024.0,45.45454545454546,54.054054054054056,48.03,
,,deadpool from comics to screen to screen,tom holkenborg aka junkie xl deadpool,,2016.0,49.350649350649356,35.55555555555555,45.21,
,,deadpool from comics to screen to screen,various deadpool wolverine,,2024.0,45.45454545454546,54.054054054054056,48.03,
,,untitled deadpool men teamup film,tom holkenborg aka junkie xl deadpool,,2016.0,51.42857142857142,52.0,51.6,
,,untitled deadpool men teamup film,various deadpool wolverine,,2024.0,47.45762711864406,56.00000000000001,50.02,
,,untitled deadpool men teamup film,various deadpool wolverine,,2024.0,47.45762711864406,56.00000000000001,50.02,
,,untitled deadpool men teamup film,tom holkenborg aka junkie xl deadpool,,2016.0,51.42857142857142,52.0,51.6,
,,untitled deadpool men teamup film,various deadpool wolverine,,2024.0,47.45762711864406,56.00000000000001,50.02,
,,dunkirk,hans zimmer dunkirk,2017.0,2017.0,53.84615384615385,100.0,67.69,0.0
,,dunkirk,hans zimmer dunkirk,2017.0,2017.0,53.84615384615385,100.0,67.69,0.0
,,dunkirk,hans zimmer dunkirk,2017.0,2017.0,53.84615384615385,100.0,67.69,0.0
,,dunkirk,hans zimmer dunkirk,2017.0,2017.0,53.84615384615385,100.0,67.69,0.0
,,dunkirk,hans zimmer dunkirk,2017.0,2017.0,53.84615384615385,100.0,67.69,0.0
,,operation dunkirk,hans zimmer dunkirk,2017.0,2017.0,55.55555555555556,74.07407407407408,61.11,0.0
,,operation dunkirk,hans zimmer dunkirk,2017.0,2017.0,55.55555555555556,74.07407407407408,61.11,0.0
,,operation dunkirk,hans zimmer dunkirk,2017.0,2017.0,55.55555555555556,74.07407407407408,61.11,0.0
,,operation dunkirk,hans zimmer dunkirk,2017.0,2017.0,55.55555555555556,74.07407407407408,61.11,0.0
,,operation dunkirk,hans zimmer dunkirk,2017.0,2017.0,55.55555555555556,74.07407407407408,61.11,0.0
,,battle of dunkirk from disaster to triumph,hans zimmer dunkirk,2018.0,2017.0,36.065573770491795,55.55555555555556,41.91,1.0
,,battle of dunkirk from disaster to triumph,hans zimmer dunkirk,2018.0,2017.0,36.065573770491795,55.55555555555556,41.91,1.0
,,battle of dunkirk from disaster to triumph,hans zimmer dunkirk,2018.0,2017.0,36.065573770491795,55.55555555555556,41.91,1.0
,,battle of dunkirk from disaster to triumph,hans zimmer dunkirk,2018.0,2017.0,36.065573770491795,55.55555555555556,41.91,1.0
,,battle of dunkirk from disaster to triumph,hans zimmer dunkirk,2018.0,2017.0,36.065573770491795,55.55555555555556,41.91,1.0
,,last days of dunkirk,hans zimmer dunkirk,,2017.0,56.41025641025641,66.66666666666667,59.49,
,,last days of dunkirk,hans zimmer dunkirk,,2017.0,56.41025641025641,66.66666666666667,59.49,
,,last days of dunkirk,hans zimmer dunkirk,,2017.0,56.41025641025641,66.66666666666667,59.49,
,,last days of dunkirk,hans zimmer dunkirk,,2017.0,56.41025641025641,66.66666666666667,59.49,
,,last days of dunkirk,hans zimmer dunkirk,,2017.0,56.41025641025641,66.66666666666667,59.49,
,,dunkirk the real story,hans zimmer dunkirk,2017.0,2017.0,58.53658536585367,53.84615384615385,57.13,0.0
,,dunkirk the real story,hans zimmer dunkirk,2017.0,2017.0,58.53658536585367,53.84615384615385,57.13,0.0
,,dunkirk the real story,hans zimmer dunkirk,2017.0,2017.0,58.53658536585367,53.84615384615385,57.13,0.0
,,dunkirk the real story,hans zimmer dunkirk,2017.0,2017.0,58.53658536585367,53.84615384615385,57.13,0.0
,,dunkirk the real story,hans zimmer dunkirk,2017.0,2017.0,58.53658536585367,53.84615384615385,57.13,0.0
,,extra terrestrial,john williams the extra terrestrial,1982.0,1982.0,65.38461538461539,100.0,75.77,0.0
,,extra terrestrial,john williams the extra terrestrial,1982.0,1982.0,65.38461538461539,100.0,75.77,0.0
,,extra terrestrial,john williams the extra terrestrial,1982.0,1982.0,65.38461538461539,100.0,75.77,0.0
,,extra terrestrial,john williams the extra terrestrial,1982.0,1982.0,65.38461538461539,100.0,75.77,0.0
,,extra terrestrial,john williams the extra terrestrial,1982.0,1982.0,65.38461538461539,100.0,75.77,0.0
,,extraterrestrial visitors,john williams the extra terrestrial,1983.0,1982.0,66.66666666666667,76.19047619047619,69.52,1.0
,,extraterrestrial visitors,john williams the extra terrestrial,1983.0,1982.0,66.66666666666667,76.19047619047619,69.52,1.0
,,extraterrestrial visitors,john williams the extra terrestrial,1983.0,1982.0,66.66666666666667,76.19047619047619,69.52,1.0
,,extraterrestrial visitors,john williams the extra terrestrial,1983.0,1982.0,66.66666666666667,76.19047619047619,69.52,1.0
,,extraterrestrial visitors,john williams the extra terrestrial,1983.0,1982.0,66.66666666666667,76.19047619047619,69.52,1.0
,,dune,hans zimmer dune,2021.0,2021.0,40.0,100.0,58.0,0.0
,,dune,hans zimmer dune,2021.0,2021.0,40.0,100.0,58.0,0.0
,,dune,hans zimmer dune part one,2021.0,2022.0,27.586206896551722,100.0,49.31,1.0
,,dune,toto dune,1984.0,1984.0,61.53846153846154,100.0,73.08,0.0
,,dune,hans zimmer dune,2020.0,2021.0,40.0,100.0,58.0,1.0
,,dune,hans zimmer dune,2020.0,2021.0,40.0,100.0,58.0,1.0
,,planet dune,hans zimmer dune,2021.0,2021.0,59.25925925925925,66.66666666666667,61.48,0.0
,,planet dune,hans zimmer dune,2021.0,2021.0,59.25925925925925,66.66666666666667,61.48,0.0
,,planet dune,hans zimmer dune part one,2021.0,2022.0,50.0,63.1578947368421,53.95,1.0
,,dune part two,hans zimmer dune part two,2024.0,2024.0,68.42105263157895,100.0,77.89,0.0
,,bambi tale of life in the woods,hans zimmer dune part two,2024.0,2024.0,32.14285714285714,46.51162790697675,36.45,0.0
,,abundance of dunes,hans zimmer dune part two,2025.0,2024.0,37.2093023255814,47.05882352941176,40.16,1.0
,,devil in dune,hans zimmer dune,2021.0,2021.0,41.379310344827594,60.0,46.97,0.0
,,devil in dune,hans zimmer dune,2021.0,2021.0,41.379310344827594,60.0,46.97,0.0
,,devil in dune,hans zimmer dune part one,2021.0,2022.0,36.8421052631579,53.84615384615385,41.94,1.0
,,edward scissorhands,danny elfman edward scissorhands,1990.0,1990.0,74.50980392156863,100.0,82.16,0.0
,,edward scissorhands,danny elfman edward scissorhands,1990.0,1990.0,74.50980392156863,100.0,82.16,0.0
,,edward scissorhands,danny elfman edward scissorhands,1990.0,,74.50980392156863,100.0,82.16,
,,edward scissorhands,danny elfman edward scissorhands,1990.0,,74.50980392156863,100.0,82.16,
,,making of edward scissorhands,danny elfman edward scissorhands,1990.0,1990.0,75.40983606557377,88.46153846153845,79.33,0.0
,,making of edward scissorhands,danny elfman edward scissorhands,1990.0,1990.0,75.40983606557377,88.46153846153845,79.33,0.0
,,making of edward scissorhands,danny elfman edward scissorhands,1990.0,,75.40983606557377,88.46153846153845,79.33,
,,making of edward scissorhands,danny elfman edward scissorhands,1990.0,,75.40983606557377,88.46153846153845,79.33,
,,edward scissorhands matthew bourne dance version,danny elfman edward scissorhands,2024.0,,65.0,74.50980392156863,67.85,
,,edward scissorhands matthew bourne dance version,danny elfman edward scissorhands,2024.0,,65.0,74.50980392156863,67.85,
,,corpse bride,danny elfman tim burton corpse bride,2005.0,2005.0,50.0,100.0,65.0,0.0
,,corpse bride,danny elfman tim burton corpse bride,2005.0,2005.0,50.0,100.0,65.0,0.0
,,corpse bride,danny elfman tim burton corpse bride,2005.0,2005.0,50.0,100.0,65.0,0.0
,,cinema paradiso,ennio morricone cinema paradiso,1988.0,,65.21739130434783,100.0,75.65,
,,cinema paradiso,ennio morricone cinema paradiso,1988.0,,65.21739130434783,100.0,75.65,
,,cinema paradiso,ennio morricone cinema paradiso,1988.0,1989.0,65.21739130434783,100.0,75.65,1.0
,,um cinema quase paradiso,ennio morricone cinema paradiso,2019.0,,54.54545454545454,80.0,62.18,
,,um cinema quase paradiso,ennio morricone cinema paradiso,2019.0,,54.54545454545454,80.0,62.18,
,,kissing sequence cinema paradiso,ennio morricone cinema paradiso,,,60.31746031746032,78.43137254901961,65.75,
,,kissing sequence cinema paradiso,ennio morricone cinema paradiso,,,60.31746031746032,78.43137254901961,65.75,
,,kissing sequence cinema paradiso,ennio morricone nuovo cinema paradiso,,2015.0,55.072463768115945,67.9245283018868,58.93,
,,kissing sequence cinema paradiso,ennio morricone cinema paradiso,,1989.0,60.31746031746032,78.43137254901961,65.75,
,,kissing sequence cinema paradiso,ennio morricone nuovo cinema paradiso,,2015.0,55.072463768115945,67.9245283018868,58.93,
,,franco cristaldi il suo cinema paradiso,ennio morricone cinema paradiso,2009.0,,60.0,72.72727272727273,63.82,
,,franco cristaldi il suo cinema paradiso,ennio morricone cinema paradiso,2009.0,,60.0,72.72727272727273,63.82,
,,drive,cliff martinez drive,2011.0,2011.0,40.0,100.0,58.0,0.0
,,drive,cliff martinez drive,2011.0,2012.0,40.0,100.0,58.0,1.0
,,drive,cliff martinez drive,2019.0,2018.0,40.0,100.0,58.0,1.0
,,drive,cliff martinez drive,2019.0,2018.0,40.0,100.0,58.0,1.0
,,drive,cliff martinez drive,2021.0,2021.0,40.0,100.0,58.0,0.0
,,drive,cliff martinez drive,2022.0,2021.0,40.0,100.0,58.0,1.0
,,driver sex transport,cliff martinez drive,2019.0,2018.0,44.99999999999999,40.0,43.5,1.0
,,over drive,cliff martinez drive,2018.0,2018.0,46.666666666666664,77.77777777777779,56.0,0.0
,,drive in california,cliff martinez drive,2022.0,2021.0,66.66666666666667,41.666666666666664,59.17,1.0
,,driver,cliff martinez drive,2017.0,2016.0,46.15384615384615,90.9090909090909,59.58,1.0
,,driver,cliff martinez drive,2017.0,2018.0,46.15384615384615,90.9090909090909,59.58,1.0
,,taxi driver,cliff martinez drive,2017.0,2016.0,51.61290322580645,72.72727272727273,57.95,1.0
,,taxi driver,cliff martinez drive,2017.0,2018.0,51.61290322580645,72.72727272727273,57.95,1.0
,,fantastic mr fox,various fantastic mr fox,2009.0,2009.0,80.0,100.0,86.0,0.0
,,fantastic mr fox,various fantastic mr fox,2009.0,2009.0,80.0,100.0,86.0,0.0
,,fantastic mr fox,various fantastic mr fox,2009.0,2009.0,80.0,100.0,86.0,0.0
,,ex machina,ben salisbury and geoff barrow ex machina,2015.0,2015.0,39.21568627450981,100.0,57.45,0.0
,,ex machina,ben salisbury and geoff barrow ex machina,2015.0,2015.0,39.21568627450981,100.0,57.45,0.0
,,ex machina,ben salisbury and geoff barrow ex machina,2015.0,2015.0,39.21568627450981,100.0,57.45,0.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,2016.0,2015.0,46.42857142857143,84.61538461538461,57.88,1.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,2016.0,2015.0,46.42857142857143,84.61538461538461,57.88,1.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,2016.0,2015.0,46.42857142857143,84.61538461538461,57.88,1.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,2016.0,2017.0,46.42857142857143,84.61538461538461,57.88,1.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,2016.0,2015.0,46.42857142857143,84.61538461538461,57.88,1.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,2016.0,2015.0,46.42857142857143,84.61538461538461,57.88,1.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,2016.0,2015.0,46.42857142857143,84.61538461538461,57.88,1.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,2016.0,2017.0,46.42857142857143,84.61538461538461,57.88,1.0
,,digitaria ex machina,ben salisbury and geoff barrow ex machina,2015.0,2015.0,45.90163934426229,72.22222222222221,53.8,0.0
,,digitaria ex machina,ben salisbury and geoff barrow ex machina,2015.0,2015.0,45.90163934426229,72.22222222222221,53.8,0.0
,,digitaria ex machina,ben salisbury and geoff barrow ex machina,2015.0,2015.0,45.90163934426229,72.22222222222221,53.8,0.0
,,deus ex machina,ben salisbury and geoff barrow ex machina,,2015.0,46.42857142857143,84.61538461538461,57.88,
,,deus ex machina,ben salisbury and geoff barrow ex machina,,2015.0,46.42857142857143,84.61538461538461,57.88,
,,deus ex machina,ben salisbury and geoff barrow ex machina,,2015.0,46.42857142857143,84.61538461538461,57.88,
,,deus ex machina,ben salisbury and geoff barrow ex machina,,2017.0,46.42857142857143,84.61538461538461,57.88,
,,deus ex machina,ben salisbury and geoff barrow ex machina,,2015.0,46.42857142857143,84.61538461538461,57.88,
,,deus ex machina,ben salisbury and geoff barrow ex machina,,2015.0,46.42857142857143,84.61538461538461,57.88,
,,deus ex machina,ben salisbury and geoff barrow ex machina,,2015.0,46.42857142857143,84.61538461538461,57.88,
,,deus ex machina,ben salisbury and geoff barrow ex machina,,2017.0,46.42857142857143,84.61538461538461,57.88,
,,deus ex machina,ben salisbury and geoff barrow ex machina,2017.0,2017.0,46.42857142857143,84.61538461538461,57.88,0.0
,,fight club,dust brothers fight club remixes,1999.0,1999.0,47.61904761904761,100.0,63.33,0.0
,,fight club,dust brothers fight club,1999.0,1999.0,58.82352941176471,100.0,71.18,0.0
,,fight club,dust brothers fight club remixes,,1999.0,47.61904761904761,100.0,63.33,
,,fight club,dust brothers fight club,,1999.0,58.82352941176471,100.0,71.18,
,,forrest gump,various forrest gump,1994.0,1994.0,75.0,100.0,82.5,0.0
,,forrest gump,various forrest gump,1994.0,1994.0,75.0,100.0,82.5,0.0
,,through the eyes of forrest gump,various forrest gump,1994.0,1994.0,61.53846153846154,80.0,67.08,0.0
,,through the eyes of forrest gump,various forrest gump,1994.0,1994.0,61.53846153846154,80.0,67.08,0.0
,,full metal jacket,various stanley kubrick full metal jacket,1987.0,1987.0,58.62068965517242,100.0,71.03,0.0
,,full metal jacket,various stanley kubrick full metal jacket,1987.0,1987.0,58.62068965517242,100.0,71.03,0.0
,,full metal jacket,various stanley kubrick full metal jacket,1987.0,1987.0,58.62068965517242,100.0,71.03,0.0
,,full metal jacket,various stanley kubrick full metal jacket,1987.0,1987.0,58.62068965517242,100.0,71.03,0.0
,,shooting full metal jacket,various stanley kubrick full metal jacket,,1987.0,62.68656716417911,81.81818181818181,68.43,
,,shooting full metal jacket,various stanley kubrick full metal jacket,,1987.0,62.68656716417911,81.81818181818181,68.43,
,,shooting full metal jacket,various stanley kubrick full metal jacket,,1987.0,62.68656716417911,81.81818181818181,68.43,
,,shooting full metal jacket,various stanley kubrick full metal jacket,,2021.0,62.68656716417911,81.81818181818181,68.43,
,,shooting full metal jacket,various stanley kubrick full metal jacket,,1987.0,62.68656716417911,81.81818181818181,68.43,
,,shooting full metal jacket,various stanley kubrick full metal jacket,1987.0,1987.0,62.68656716417911,81.81818181818181,68.43,0.0
,,shooting full metal jacket,various stanley kubrick full metal jacket,1987.0,1987.0,62.68656716417911,81.81818181818181,68.43,0.0
,,shooting full metal jacket,various stanley kubrick full metal jacket,1987.0,1987.0,62.68656716417911,81.81818181818181,68.43,0.0
,,shooting full metal jacket,various stanley kubrick full metal jacket,1987.0,1987.0,62.68656716417911,81.81818181818181,68.43,0.0
,,ghost in the shell,kenji kawai ghost in the shell,1995.0,1995.0,75.0,100.0,82.5,0.0
,,ghost in the shell,kenji kawai ghost in the shell,2017.0,2017.0,75.0,100.0,82.5,0.0
,,ghost in the shell,kenji kawai ghost in the shell,2017.0,2017.0,75.0,100.0,82.5,0.0
,,ghost in the shell arise border ghost tears,kenji kawai ghost in the shell,2014.0,2015.0,52.05479452054795,75.0,58.94,1.0
,,ghost in the shell the new movie,kenji kawai ghost in the shell,2015.0,2015.0,70.96774193548387,75.0,72.18,0.0
,,pandora in the crimson shell ghost urn,kenji kawai ghost in the shell,2015.0,2015.0,61.76470588235294,51.72413793103448,58.75,0.0
,,ghost in the shell arise border ghost stands alone,kenji kawai ghost in the shell,2014.0,2015.0,47.5,75.0,55.75,1.0
,,ghost in the shell ghost chaser,kenji kawai ghost in the shell,2018.0,2017.0,62.295081967213115,75.0,66.11,1.0
,,ghost in the shell ghost chaser,kenji kawai ghost in the shell,2018.0,2017.0,62.295081967213115,75.0,66.11,1.0
,,ghost in the shell the movie virtual reality diver,kenji kawai ghost in the shell,2016.0,2017.0,57.49999999999999,75.0,62.75,1.0
,,ghost in the shell the movie virtual reality diver,kenji kawai ghost in the shell,2016.0,2017.0,57.49999999999999,75.0,62.75,1.0
,,ghost in the shell the movie virtual reality diver,kenji kawai ghost in the shell,2016.0,2015.0,57.49999999999999,75.0,62.75,1.0
,,ghost in the shell arise border pyrophoric cult,kenji kawai ghost in the shell,2015.0,2015.0,51.94805194805194,75.0,58.86,0.0
,,ghost in the shell production report,kenji kawai ghost in the shell,1995.0,1995.0,66.66666666666667,75.0,69.17,0.0
,,encanto,various encanto,2021.0,2021.0,63.63636363636363,100.0,74.55,0.0
,,encanto,various encanto,2021.0,2022.0,63.63636363636363,100.0,74.55,1.0
,,encanto,various encanto,2021.0,2022.0,63.63636363636363,100.0,74.55,1.0
,,encanto,various encanto,2021.0,2022.0,63.63636363636363,100.0,74.55,1.0
,,encanto at the hollywood bowl,various encanto,2022.0,2021.0,40.90909090909091,63.63636363636363,47.73,1.0
,,encanto at the hollywood bowl,various encanto,2022.0,2022.0,40.90909090909091,63.63636363636363,47.73,0.0
,,encanto at the hollywood bowl,various encanto,2022.0,2022.0,40.90909090909091,63.63636363636363,47.73,0.0
,,encanto at the hollywood bowl,various encanto,2022.0,2022.0,40.90909090909091,63.63636363636363,47.73,0.0
,,doce encanto,various encanto,2021.0,2021.0,51.85185185185186,80.0,60.3,0.0
,,doce encanto,various encanto,2021.0,2022.0,51.85185185185186,80.0,60.3,1.0
,,doce encanto,various encanto,2021.0,2022.0,51.85185185185186,80.0,60.3,1.0
,,doce encanto,various encanto,2021.0,2022.0,51.85185185185186,80.0,60.3,1.0
,,el encanto de la mosca,various encanto,2022.0,2021.0,59.45945945945945,64.0,60.82,1.0
,,el encanto de la mosca,various encanto,2022.0,2022.0,59.45945945945945,64.0,60.82,0.0
,,el encanto de la mosca,various encanto,2022.0,2022.0,59.45945945945945,64.0,60.82,0.0
,,el encanto de la mosca,various encanto,2022.0,2022.0,59.45945945945945,64.0,60.82,0.0
,,encantadeiras canto encanto das quebradeiras de coco babacu,various encanto,2020.0,2021.0,29.729729729729726,66.66666666666667,40.81,1.0
,,encanto quebrado,various encanto,,2021.0,64.51612903225806,63.63636363636363,64.25,
,,encanto quebrado,various encanto,,2022.0,64.51612903225806,63.63636363636363,64.25,
,,encanto quebrado,various encanto,,2022.0,64.51612903225806,63.63636363636363,64.25,
,,encanto quebrado,various encanto,,2022.0,64.51612903225806,63.63636363636363,64.25,
,,el rosado encanto,various encanto,2022.0,2021.0,68.75,76.92307692307692,71.2,1.0
,,el rosado encanto,various encanto,2022.0,2022.0,68.75,76.92307692307692,71.2,0.0
,,el rosado encanto,various encanto,2022.0,2022.0,68.75,76.92307692307692,71.2,0.0
,,el rosado encanto,various encanto,2022.0,2022.0,68.75,76.92307692307692,71.2,0.0
,,el encanto,various encanto,2020.0,2021.0,56.00000000000001,88.88888888888889,65.87,1.0
,,frozen,kristen anderson lopez and robert lopez christophe beck disney frozen,2013.0,2013.0,16.000000000000004,100.0,41.2,0.0
,,frozen,kristen anderson lopez and robert lopez christophe beck disney frozen,2013.0,2013.0,16.000000000000004,100.0,41.2,0.0
,,frozen,kristen anderson lopez and robert lopez christophe beck frozen,2013.0,2013.0,17.647058823529417,100.0,42.35,0.0
,,frozen,kristen anderson lopez robert lopez christophe beck disney frozen,2013.0,2013.0,16.901408450704224,100.0,41.83,0.0
,,frozen,kristen anderson lopez and robert lopez christophe beck disney frozen,,2013.0,16.000000000000004,100.0,41.2,
,,frozen,kristen anderson lopez and robert lopez frozen ii,,2019.0,21.818181818181813,100.0,45.27,
,,frozen,kristen anderson lopez and robert lopez christophe beck disney frozen,,2013.0,16.000000000000004,100.0,41.2,
,,frozen,kristen anderson lopez and robert lopez christophe beck frozen,,2013.0,17.647058823529417,100.0,42.35,
,,frozen,kristen anderson lopez robert lopez christophe beck disney frozen,,2013.0,16.901408450704224,100.0,41.83,
,,re zero starting life in another world the frozen bond,kristen anderson lopez and robert lopez frozen ii,2019.0,2019.0,54.36893203883495,53.06122448979591,53.98,0.0
,,frozen ii,kristen anderson lopez and robert lopez frozen ii,2019.0,2019.0,31.034482758620683,100.0,51.72,0.0
,,frozen conflict,kristen anderson lopez and robert lopez frozen ii,2018.0,2019.0,28.125,66.66666666666667,39.69,1.0
,,in the frozen tomb of mongolia,kristen anderson lopez and robert lopez christophe beck disney frozen,2014.0,2013.0,34.34343434343434,47.61904761904761,38.33,1.0
,,in the frozen tomb of mongolia,kristen anderson lopez and robert lopez christophe beck disney frozen,2014.0,2013.0,34.34343434343434,47.61904761904761,38.33,1.0
,,in the frozen tomb of mongolia,kristen anderson lopez and robert lopez christophe beck frozen,2014.0,2013.0,36.95652173913043,44.89795918367348,39.34,1.0
,,in the frozen tomb of mongolia,kristen anderson lopez robert lopez christophe beck disney frozen,2014.0,2013.0,35.78947368421053,47.61904761904761,39.34,1.0
,,gravity,steven price gravity,2013.0,2013.0,51.85185185185186,100.0,66.3,0.0
,,gravity,steven price gravity,2013.0,2014.0,51.85185185185186,100.0,66.3,1.0
,,gravity,steven price gravity,2013.0,2014.0,51.85185185185186,100.0,66.3,1.0
,,gravity,steven price gravity,2013.0,2014.0,51.85185185185186,100.0,66.3,1.0
,,gravity,steven price gravity,2014.0,2013.0,51.85185185185186,100.0,66.3,1.0
,,gravity,steven price gravity,2014.0,2014.0,51.85185185185186,100.0,66.3,0.0
,,gravity,steven price gravity,2014.0,2014.0,51.85185185185186,100.0,66.3,0.0
,,gravity,steven price gravity,2014.0,2014.0,51.85185185185186,100.0,66.3,0.0
,,gravity,steven price gravity,,2013.0,51.85185185185186,100.0,66.3,
,,gravity,steven price gravity,,2014.0,51.85185185185186,100.0,66.3,
,,gravity,steven price gravity,,2014.0,51.85185185185186,100.0,66.3,
,,gravity,steven price gravity,,2014.0,51.85185185185186,100.0,66.3,
,,gravity,cold storage wipe out the zero gravity,,2023.0,31.11111111111111,100.0,51.78,
,,gravity,steven price gravity,,2013.0,51.85185185185186,100.0,66.3,
,,gravity,steven price gravity,,2014.0,51.85185185185186,100.0,66.3,
,,gravity,steven price gravity,,2014.0,51.85185185185186,100.0,66.3,
,,gravity,steven price gravity,,2014.0,51.85185185185186,100.0,66.3,
,,gravity,cold storage wipe out the zero gravity,,2023.0,31.11111111111111,100.0,51.78,
,,gravity,cold storage wipe out the zero gravity,2024.0,2023.0,31.11111111111111,100.0,51.78,1.0
,,gravity,cold storage wipe out the zero gravity,2023.0,2023.0,31.11111111111111,100.0,51.78,0.0
,,gravity trentem ller,steven price gravity,2014.0,2013.0,65.0,51.85185185185186,61.06,1.0
,,gravity trentem ller,steven price gravity,2014.0,2014.0,65.0,51.85185185185186,61.06,0.0
,,gravity trentem ller,steven price gravity,2014.0,2014.0,65.0,51.85185185185186,61.06,0.0
,,gravity trentem ller,steven price gravity,2014.0,2014.0,65.0,51.85185185185186,61.06,0.0
,,gravity falls six strange tales,steven price gravity,2013.0,2013.0,54.90196078431373,51.85185185185186,53.99,0.0
,,gravity falls six strange tales,steven price gravity,2013.0,2014.0,54.90196078431373,51.85185185185186,53.99,1.0
,,gravity falls six strange tales,steven price gravity,2013.0,2014.0,54.90196078431373,51.85185185185186,53.99,1.0
,,gravity falls six strange tales,steven price gravity,2013.0,2014.0,54.90196078431373,51.85185185185186,53.99,1.0
,,extreme gravity,cold storage wipe out the zero gravity,2023.0,2023.0,30.188679245283023,76.92307692307692,44.21,0.0
,,no more gravity at night,cold storage wipe out the zero gravity,2024.0,2023.0,51.61290322580645,54.54545454545454,52.49,1.0
,,goodfellas,various goodfellas,1990.0,1990.0,71.42857142857143,100.0,80.0,0.0
,,goodfellas,various goodfellas,1990.0,,71.42857142857143,100.0,80.0,
,,scorsese goodfellas,various goodfellas,2015.0,,70.27027027027026,77.41935483870968,72.41,
,,made men the goodfellas legacy,various goodfellas,2004.0,,50.0,61.111111111111114,53.33,
,,getting made the making of goodfellas,various goodfellas,2004.0,,50.90909090909091,77.41935483870968,58.86,
,,goodfellas,various goodfellas,2025.0,,71.42857142857143,100.0,80.0,
,,goodfellas behind closed doors,various goodfellas,2020.0,2021.0,41.666666666666664,71.42857142857143,50.6,1.0
,,goodfellas behind closed doors,various goodfellas,2020.0,2021.0,41.666666666666664,71.42857142857143,50.6,1.0
,,goodfellas behind closed doors,various goodfellas,2020.0,,41.666666666666664,71.42857142857143,50.6,
,,gladiator,hans zimmer and lisa gerrard gladiator,2000.0,2000.0,38.297872340425535,100.0,56.81,0.0
,,gladiator,3rd bass gladiator,1992.0,1992.0,66.66666666666667,100.0,76.67,0.0
,,gladiator,3rd bass gladiator,1992.0,1992.0,66.66666666666667,100.0,76.67,0.0
,,gladiator,3rd bass gladiator,1992.0,1992.0,66.66666666666667,100.0,76.67,0.0
,,gladiator,3rd bass gladiator,1992.0,1992.0,66.66666666666667,100.0,76.67,0.0
,,gladiator for rent,3rd bass gladiator,1993.0,1992.0,61.111111111111114,66.66666666666667,62.78,1.0
,,gladiator for rent,3rd bass gladiator,1993.0,1992.0,61.111111111111114,66.66666666666667,62.78,1.0
,,gladiator for rent,3rd bass gladiator,1993.0,1992.0,61.111111111111114,66.66666666666667,62.78,1.0
,,gladiator for rent,3rd bass gladiator,1993.0,1992.0,61.111111111111114,66.66666666666667,62.78,1.0
,,gone girl,trent reznor and atticus ross gone girl,2014.0,2014.0,37.5,100.0,56.25,0.0
,,gone girl,trent reznor and atticus ross gone girl,2014.0,2015.0,37.5,100.0,56.25,1.0
,,gone girl,trent reznor and atticus ross gone girl,2014.0,2014.0,37.5,100.0,56.25,0.0
,,gone girl,trent reznor and atticus ross gone girl,2014.0,2015.0,37.5,100.0,56.25,1.0
,,gone girl,trent reznor and atticus ross gone girl,2014.0,2014.0,37.5,100.0,56.25,0.0
,,girl gone saved,trent reznor and atticus ross gone girl,,2014.0,44.44444444444444,53.333333333333336,47.11,
,,girl gone saved,trent reznor and atticus ross gone girl,,2015.0,44.44444444444444,53.333333333333336,47.11,
,,girl gone saved,trent reznor and atticus ross gone girl,,2014.0,44.44444444444444,53.333333333333336,47.11,
,,girl gone saved,trent reznor and atticus ross gone girl,,2015.0,44.44444444444444,53.333333333333336,47.11,
,,girl gone saved,trent reznor and atticus ross gone girl,,2014.0,44.44444444444444,53.333333333333336,47.11,
,,grease,various grease,1978.0,1978.0,60.0,100.0,72.0,0.0
,,grease,various grease,1978.0,1978.0,60.0,100.0,72.0,0.0
,,grease,various grease,1978.0,1978.0,60.0,100.0,72.0,0.0
,,grease,various grease,1978.0,1978.0,60.0,100.0,72.0,0.0
