movie_ref,tmdb_title_norm,discogs_title_norm,tmdb_year,discogs_year,tmdb_genre,discogs_genre,discogs_style,hybrid_score
Purple Rain,prince and the revolution live,prince purple rain,1985,,10402,"Rock, Funk / Soul, Stage & Screen","Soundtrack, Pop Rock, Funk",52.08
Purple Rain,prince and the revolution live,prince and the revolution purple rain,1985,1984,10402,"Rock, Funk / Soul, Pop, Stage & Screen","Funk, Minneapolis Sound, Pop Rock, Soundtrack",82.19
Purple Rain,prince and the revolution live,prince and the revolution purple rain,1985,1984,10402,"Rock, Funk / Soul, Pop, Stage & Screen","Soundtrack, Pop Rock, Funk, Minneapolis Sound",82.19
Pulp Fiction,pulp fiction,various pulp fiction,1994,1994,"53, 80, 35","Rock, Funk / Soul, Non-Music, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",82.5
Pulp Fiction,pulp fiction,various pulp fiction,1994,,"53, 80, 35","Rock, Funk / Soul, Non-Music, Pop, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",82.5
Pulp Fiction,pulp fiction,various pulp fiction,1994,1994,"53, 80, 35","Rock, Funk / Soul, Non-Music, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",82.5
Pulp Fiction,stealing pulp fiction,various pulp fiction,2025,,"18, 35","Rock, Funk / Soul, Non-Music, Pop, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",74.9
Pulp Fiction,pulp fiction the golden age of storytelling,various pulp fiction,2009,2008,99,"Rock, Funk / Soul, Non-Music, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",55.83
Pulp Fiction,pulp fiction the golden age of storytelling,various pulp fiction,2009,,99,"Rock, Funk / Soul, Non-Music, Pop, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",55.83
Pulp Fiction,pulp fiction the facts,various pulp fiction,2002,,99,"Rock, Funk / Soul, Non-Music, Pop, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",65.83
Pulp Fiction,stealing pulp fiction,various pulp fiction,2020,,35,"Rock, Funk / Soul, Non-Music, Pop, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",74.9
Pulp Fiction,pulp fiction art cheap thrills painted nightmares,various pulp fiction the,2005,2006,99,"Rock, Funk / Soul, Non-Music, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",56.34
Pulp Fiction,pulp fiction art cheap thrills painted nightmares,various pulp fiction,2005,,99,"Rock, Funk / Soul, Non-Music, Pop, Stage & Screen","Surf, Rock & Roll, Dialogue, Soul, Soundtrack, Funk",54.96
Reservoir Dogs,reservoir dogs,various reservoir dogs,1992,1992,"80, 53","Rock, Non-Music, Stage & Screen","Soundtrack, Speech, Soft Rock, Pop Rock",84.44
Reservoir Dogs,reservoir dogs,various reservoir dogs,1992,,"80, 53","Rock, Non-Music, Stage & Screen","Soundtrack, Speech, Soft Rock, Pop Rock",84.44
Reservoir Dogs,reservoir dogs,various reservoir dogs,1992,1992,"80, 53","Rock, Non-Music, Stage & Screen","Soundtrack, Speech, Soft Rock, Pop Rock",84.44
Reservoir Dogs,reservoir dogs,various reservoir dogs,1991,1992,80,"Rock, Non-Music, Stage & Screen","Soundtrack, Speech, Soft Rock, Pop Rock",84.44
Reservoir Dogs,reservoir dogs,various reservoir dogs,1991,,80,"Rock, Non-Music, Stage & Screen","Soundtrack, Speech, Soft Rock, Pop Rock",84.44
Reservoir Dogs,reservoir dogs,various reservoir dogs,1991,1992,80,"Rock, Non-Music, Stage & Screen","Soundtrack, Speech, Soft Rock, Pop Rock",84.44
Reservoir Dogs,reservoir dogs revisited,various reservoir dogs,2005,,,"Rock, Non-Music, Stage & Screen","Soundtrack, Speech, Soft Rock, Pop Rock",78.12
Reservoir Dogs,reservoir dogs playing it fast loose,various reservoir dogs,2006,,99,"Rock, Non-Music, Stage & Screen","Soundtrack, Speech, Soft Rock, Pop Rock",57.13
Ray,ray,ray charles ray,2004,2004,"18, 10402","Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2004,2004,"18, 10402","Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2004,2004,"18, 10402","Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2004,2004,"18, 10402","Jazz, Funk / Soul, Stage & Screen","Soul-Jazz, Soundtrack, Rhythm & Blues",53.33
Ray,ray,ray charles ray,2005,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2005,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2005,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2005,2004,,"Jazz, Funk / Soul, Stage & Screen","Soul-Jazz, Soundtrack, Rhythm & Blues",53.33
Ray,ray,ray charles ray,,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,rudy ray moore rudy ray moore is dolemite,,1975,,"Funk / Soul, Stage & Screen","Soul, Funk, Soundtrack",39.55
Ray,ray,ray charles ray,,2004,,"Jazz, Funk / Soul, Stage & Screen","Soul-Jazz, Soundtrack, Rhythm & Blues",53.33
Ray,ray,ray charles ray,2003,2004,18,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2003,2004,18,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2003,2004,18,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2003,2004,18,"Jazz, Funk / Soul, Stage & Screen","Soul-Jazz, Soundtrack, Rhythm & Blues",53.33
Ray,ray,ray charles ray,2004,2004,35,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2004,2004,35,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2004,2004,35,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,2004,2004,35,"Jazz, Funk / Soul, Stage & Screen","Soul-Jazz, Soundtrack, Rhythm & Blues",53.33
Ray,ray,ray charles ray,,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,ray charles ray,,2004,,"Jazz, Stage & Screen","Soul-Jazz, Soundtrack",53.33
Ray,ray,rudy ray moore rudy ray moore is dolemite,,1975,,"Funk / Soul, Stage & Screen","Soul, Funk, Soundtrack",39.55
Ray,ray,ray charles ray,,2004,,"Jazz, Funk / Soul, Stage & Screen","Soul-Jazz, Soundtrack, Rhythm & Blues",53.33
Rocketman,rocketman,various rocketman,2019,2019,"10402, 18","Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",78.46
Rocketman,rocketman,various rocketman,2019,2019,"10402, 18","Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",78.46
Rocketman,rocketman,various rocketman,2019,2019,"10402, 18","Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",78.46
Rocketman,rocketman,various rocketman,2019,2019,"10402, 18","Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",78.46
Rocketman,rocketman,various rocketman,2019,2019,"10402, 18","Rock, Pop, Stage & Screen",Soundtrack,78.46
Rocketman,elton john becoming rocketman,various rocketman,2019,2019,"99, 36, 10402","Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",49.61
Rocketman,elton john becoming rocketman,various rocketman,2019,2019,"99, 36, 10402","Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",49.61
Rocketman,elton john becoming rocketman,various rocketman,2019,2019,"99, 36, 10402","Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",49.61
Rocketman,elton john becoming rocketman,various rocketman,2019,2019,"99, 36, 10402","Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",49.61
Rocketman,elton john becoming rocketman,various rocketman,2019,2019,"99, 36, 10402","Rock, Pop, Stage & Screen",Soundtrack,49.61
Rocketman,rocketman mad mike mission to prove the flat earth,various rocketman,2019,2019,99,"Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",43.75
Rocketman,rocketman mad mike mission to prove the flat earth,various rocketman,2019,2019,99,"Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",43.75
Rocketman,rocketman mad mike mission to prove the flat earth,various rocketman,2019,2019,99,"Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",43.75
Rocketman,rocketman mad mike mission to prove the flat earth,various rocketman,2019,2019,99,"Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",43.75
Rocketman,rocketman mad mike mission to prove the flat earth,various rocketman,2019,2019,99,"Rock, Pop, Stage & Screen",Soundtrack,43.75
Rocketman,rocketman 360,various rocketman,2019,2019,,"Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",66.55
Rocketman,rocketman 360,various rocketman,2019,2019,,"Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",66.55
Rocketman,rocketman 360,various rocketman,2019,2019,,"Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",66.55
Rocketman,rocketman 360,various rocketman,2019,2019,,"Rock, Pop, Stage & Screen","Pop Rock, Soft Rock, Soundtrack",66.55
Rocketman,rocketman 360,various rocketman,2019,2019,,"Rock, Pop, Stage & Screen",Soundtrack,66.55
Rogue One: A Star Wars Story,rogue one star wars story,michael giacchino rogue one,2016,2017,"28, 12, 878",Stage & Screen,Soundtrack,40.11
Rogue One: A Star Wars Story,rogue one star wars story,michael giacchino rogue one,2016,2016,"28, 12, 878","Classical, Stage & Screen","Soundtrack, Score, Contemporary",40.11
Rogue One: A Star Wars Story,stories the making of rogue one star wars story,michael giacchino rogue one,2017,2017,99,Stage & Screen,Soundtrack,46.49
Rogue One: A Star Wars Story,stories the making of rogue one star wars story,michael giacchino rogue one,2017,2016,99,"Classical, Stage & Screen","Soundtrack, Score, Contemporary",46.49
Run Lola Run,run lola run,various run lola run,1998,1999,"28, 18, 53","Electronic, Stage & Screen","Breakbeat, Progressive House, Tribal, Score, Soundtrack",82.5
Run Lola Run,run lola run,tykwer klimek heil run lola run,1998,1999,"28, 18, 53","Electronic, Stage & Screen","House, Breaks, Soundtrack, Progressive House, Score, Euro House, Progressive Trance, Breakbeat",69.07
Run Lola Run,run lola run,tykwer klimek heil run lola run,1998,1999,"28, 18, 53","Electronic, Stage & Screen","Breakbeat, Progressive House, Tribal, Score, Soundtrack",69.07
Run Lola Run,run lola run,tykwer klimek heil run lola run,1998,1999,"28, 18, 53","Electronic, Stage & Screen","Breakbeat, Progressive House, Tribal, Score, Soundtrack",69.07
Saturday Night Fever,saturday night fever,various saturday night fever,1977,1977,"10402, 18",Stage & Screen,"Disco, Soundtrack",88.33
Saturday Night Fever,saturday night fever,various saturday night fever,1977,1977,"10402, 18","Funk / Soul, Pop, Stage & Screen","Soundtrack, Disco, Soul, Ballad",88.33
Saturday Night Fever,saturday night fever,various saturday night fever,1977,,"10402, 18",Stage & Screen,"Disco, Soundtrack",88.33
Saturday Night Fever,saturday night fever,bee gees night fever,1977,1978,"10402, 18","Funk / Soul, Stage & Screen","Disco, Soundtrack",62.14
Saturday Night Fever,saturday night fever,various saturday night fever,1977,1977,"10402, 18","Funk / Soul, Pop, Stage & Screen","Soundtrack, Disco",88.33
Saturday Night Fever,saturday night fever the ultimate disco movie,various saturday night fever,2017,,99,Stage & Screen,"Disco, Soundtrack",67.19
Saturday Night Fever,wave presents saturday night fever september,various saturday night fever,2018,,,Stage & Screen,"Disco, Soundtrack",67.42
Saturday Night Fever,disco fever saturday night fever der ultimative disco film,various saturday night fever,2021,,99,Stage & Screen,"Disco, Soundtrack",62.08
Schindler’s List,schindler list,john williams schindler list,1993,1993,"18, 36, 10752","Classical, Stage & Screen","Soundtrack, Score, Contemporary",76.67
Schindler’s List,schindler list,john williams schindler list,1993,1993,"18, 36, 10752","Classical, Stage & Screen","Soundtrack, Score, Contemporary",76.67
Schindler’s List,schindler list,john williams schindler list,1993,1993,"18, 36, 10752","Classical, Stage & Screen","Soundtrack, Score, Neo-Classical",76.67
Schindler’s List,oral history of schindler list,john williams schindler list,2018,2019,99,Stage & Screen,"Soundtrack, Score",59.95
Schindler’s List,oral history of schindler list,john williams schindler list,2018,2018,99,Stage & Screen,"Soundtrack, Score",59.95
Schindler’s List,schindler list 25 years later,john williams schindler list,2018,2019,99,Stage & Screen,"Soundtrack, Score",64.21
Schindler’s List,schindler list 25 years later,john williams schindler list,2018,2018,99,Stage & Screen,"Soundtrack, Score",64.21
Schindler’s List,bitter taste of love or frau schindler list,john williams schindler list,,1993,99,"Classical, Stage & Screen","Soundtrack, Score, Contemporary",57.09
Schindler’s List,bitter taste of love or frau schindler list,john williams schindler list,,2019,99,Stage & Screen,"Soundtrack, Score",57.09
Schindler’s List,bitter taste of love or frau schindler list,john williams schindler list,,1993,99,"Classical, Stage & Screen","Soundtrack, Score, Contemporary",57.09
Schindler’s List,bitter taste of love or frau schindler list,john williams schindler list,,1993,99,"Classical, Stage & Screen","Soundtrack, Score, Neo-Classical",57.09
Schindler’s List,bitter taste of love or frau schindler list,john williams schindler list,,2018,99,Stage & Screen,"Soundtrack, Score",57.09
School of Rock,school of rock,various school of rock,2003,2003,"35, 10402","Rock, Stage & Screen","Alternative Rock, Classic Rock, Glam, Pop Rock, Mod, Beat, Punk, Soundtrack",84.44
School of Rock,school of rock,school of rock school of rock,2003,2003,"35, 10402",Rock,Soundtrack,75.58
School of Rock,making of school of rock,various school of rock,,2003,99,"Rock, Stage & Screen","Alternative Rock, Classic Rock, Glam, Pop Rock, Mod, Beat, Punk, Soundtrack",67.22
School of Rock,making of school of rock,school of rock school of rock,,2003,99,Rock,Soundtrack,68.91
School of Rock,making of school of rock,various high school high,,1996,99,Hip Hop,,45.26
School of Rock,making of school of rock,various rock roll high school,,2019,99,"Rock, Stage & Screen","Rock & Roll, Punk, Soundtrack",52.86
School of Rock,class of 79 40 years of rock roll high school,various rock roll high school,2019,2019,99,"Rock, Stage & Screen","Rock & Roll, Punk, Soundtrack",73.61
School of Rock,forever the untold story of rock roll high school forever,various rock roll high school,2020,2019,99,"Rock, Stage & Screen","Rock & Roll, Punk, Soundtrack",63.9
Se7en,se7en,various se7en,1995,1995,"80, 9648, 53","Electronic, Jazz, Rock, Funk / Soul, Pop","Folk Rock, Country Rock, Industrial, Pop Rock, Bop, Smooth Jazz, Soul, New Wave, Swing",68.89
Se7en,se7en,various se7en,1995,1995,"80, 9648, 53","Electronic, Jazz, Rock, Funk / Soul, Pop, Stage & Screen","Folk Rock, Country Rock, Industrial, Pop Rock, Bop, Smooth Jazz, Soul, Soundtrack, New Wave, Swing, Score",68.89
Se7en,se7en,various se7en,1995,1995,"80, 9648, 53","Electronic, Jazz, Rock, Funk / Soul, Pop","Folk Rock, Country Rock, Industrial, Pop Rock, Bop, Smooth Jazz, Soul, New Wave, Swing",68.89
Se7en,se7en,various se7en,1995,1995,"80, 9648, 53","Electronic, Jazz, Rock, Funk / Soul, Pop","Folk Rock, Country Rock, Industrial, Pop Rock, Bop, Smooth Jazz, Soul, New Wave, Swing",68.89
Se7en,se7en,various se7en,1995,1995,"80, 9648, 53","Electronic, Jazz, Rock, Funk / Soul, Pop","Folk Rock, Country Rock, Industrial, Pop Rock, Bop, Smooth Jazz, Soul, New Wave, Swing",68.89
Saving Private Ryan,saving private ryan,john williams saving private ryan,1998,1998,"18, 36, 10752",Stage & Screen,"Soundtrack, Score",81.15
Saving Private Ryan,saving private ryan,john williams saving private ryan,1998,1998,"18, 36, 10752","Classical, Stage & Screen","Score, Soundtrack",81.15
Saving Private Ryan,saving private ryan,john williams saving private ryan,1998,1998,"18, 36, 10752",Stage & Screen,"Soundtrack, Score",81.15
Saving Private Ryan,saving private ryan,john williams saving private ryan,1998,1998,"18, 36, 10752","Classical, Stage & Screen","Soundtrack, Score",81.15
Saving Private Ryan,into the breach saving private ryan,john williams saving private ryan,1999,1998,"99, 36",Stage & Screen,"Soundtrack, Score",70.69
Saving Private Ryan,into the breach saving private ryan,john williams saving private ryan,1999,1998,"99, 36","Classical, Stage & Screen","Score, Soundtrack",70.69
Saving Private Ryan,into the breach saving private ryan,john williams saving private ryan,1999,1998,"99, 36",Stage & Screen,"Soundtrack, Score",70.69
Saving Private Ryan,into the breach saving private ryan,john williams saving private ryan,1999,1998,"99, 36","Classical, Stage & Screen","Soundtrack, Score",70.69
Spider-Man: Homecoming,spider man homecoming,michael giacchino spider man homecoming,2017,2017,"28, 12, 878",Stage & Screen,"Soundtrack, Score",79.0
Spider-Man: Homecoming,spider man homecoming,michael giacchino spider man homecoming,2017,2017,"28, 12, 878",Stage & Screen,Soundtrack,79.0
Spider-Man: Homecoming,spider man homecoming,michael giacchino spider man homecoming,2017,2017,"28, 12, 878",Stage & Screen,"Score, Soundtrack",79.0
Spider-Man: Homecoming,spider man homecoming,michael giacchino spider man homecoming,2017,2017,"28, 12, 878",Stage & Screen,"Soundtrack, Score",79.0
Spider-Man: Homecoming,fan guide to spider man homecoming,michael giacchino spider man homecoming,2017,2017,99,Stage & Screen,"Soundtrack, Score",70.85
Spider-Man: Homecoming,fan guide to spider man homecoming,michael giacchino spider man homecoming,2017,2017,99,Stage & Screen,Soundtrack,70.85
Spider-Man: Homecoming,fan guide to spider man homecoming,michael giacchino spider man homecoming,2017,2017,99,Stage & Screen,"Score, Soundtrack",70.85
Spider-Man: Homecoming,fan guide to spider man homecoming,michael giacchino spider man homecoming,2017,2017,99,Stage & Screen,"Soundtrack, Score",70.85
Spider-Man: No Way Home,spider man no way home,michael giacchino spider man no way home,2021,2022,"28, 12, 878",Stage & Screen,Soundtrack,79.68
Spider-Man: No Way Home,spider man no way home,michael giacchino spider man no way home,2021,2021,"28, 12, 878",Stage & Screen,"Score, Soundtrack",79.68
Spider-Man: No Way Home,spider man no way home,michael giacchino spider man no way home,2021,2022,"28, 12, 878",Stage & Screen,"Score, Soundtrack",79.68
Spider-Man: No Way Home,spider man no way home,michael giacchino spider man no way home,2021,2022,"28, 12, 878",Stage & Screen,"Score, Soundtrack",79.68
Spider-Man: No Way Home,spider man all roads lead to no way home,michael giacchino spider man no way home,2022,2022,99,Stage & Screen,Soundtrack,65.04
Spider-Man: No Way Home,spider man all roads lead to no way home,michael giacchino spider man no way home,2022,2021,99,Stage & Screen,"Score, Soundtrack",65.04
Spider-Man: No Way Home,spider man all roads lead to no way home,michael giacchino spider man no way home,2022,2022,99,Stage & Screen,"Score, Soundtrack",65.04
Spider-Man: No Way Home,spider man all roads lead to no way home,michael giacchino spider man no way home,2022,2022,99,Stage & Screen,"Score, Soundtrack",65.04
Spider-Man: No Way Home,spider man all roads lead to no way home,metro boomin spider man across the spider verse,2022,2023,99,"Hip Hop, Stage & Screen","Soundtrack, Trap, Pop Rap",51.62
Scarface,scarface,various scarface,1983,1983,"28, 80, 18","Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",76.67
Scarface,scarface,various scarface,1983,1983,"28, 80, 18","Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",76.67
Scarface,scarface,various scarface the,1983,1984,"28, 80, 18",Stage & Screen,Soundtrack,70.0
Scarface,scarface,various scarface,,1983,,"Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",76.67
Scarface,scarface,giorgio moroder scarface,,2022,,"Electronic, Stage & Screen","Soundtrack, Score",65.0
Scarface,scarface,various scarface,,1983,,"Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",76.67
Scarface,scarface,various scarface,,2016,,"Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",76.67
Scarface,scarface,various scarface the,,1984,,Stage & Screen,Soundtrack,70.0
Scarface,scarface the al capone story,giorgio moroder scarface,2023,2022,99,"Electronic, Stage & Screen","Soundtrack, Score",47.31
Scarface,al capone the hidden truth of scarface,various scarface,2015,2016,,"Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",50.74
Scarface,scar faced cat way of asura,various scarface,,1983,"28, 80, 36","Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",51.76
Scarface,scar faced cat way of asura,giorgio moroder scarface,,2022,"28, 80, 36","Electronic, Stage & Screen","Soundtrack, Score",39.25
Scarface,scar faced cat way of asura,various scarface,,1983,"28, 80, 36","Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",51.76
Scarface,scar faced cat way of asura,various scarface,,2016,"28, 80, 36","Electronic, Stage & Screen","Soundtrack, Synth-pop, Disco",51.76
Scarface,scar faced cat way of asura,various scarface the,,1984,"28, 80, 36",Stage & Screen,Soundtrack,50.41
Spirited Away,spirited away,joe hisaishi new japan philharmonic orchestra miyazaki spirited away,2001,2002,"16, 10751, 14","Classical, Stage & Screen","Soundtrack, Anison",52.47
Spirited Away,spirited away,joe hisaishi miyazaki spirited away,2001,2002,"16, 10751, 14",Stage & Screen,"Soundtrack, Score, Anison",67.92
Spirited Away,spirited away,joe hisaishi miyazaki spirited away,2001,2002,"16, 10751, 14",Stage & Screen,"Soundtrack, Score, Anison",67.92
Spirited Away,art of spirited away,joe hisaishi new japan philharmonic orchestra miyazaki spirited away,2003,2002,"99, 16","Classical, Stage & Screen","Soundtrack, Anison",50.16
Spirited Away,art of spirited away,joe hisaishi miyazaki spirited away,2003,2002,"99, 16",Stage & Screen,"Soundtrack, Score, Anison",62.89
Spirited Away,art of spirited away,joe hisaishi miyazaki spirited away,2003,2002,"99, 16",Stage & Screen,"Soundtrack, Score, Anison",62.89
Sing Street,sing street,various sing street,2016,2016,"10749, 18, 10402, 35","Rock, Pop, Stage & Screen",Soundtrack,81.33
Sing Street,sing street,various sing street,2016,2016,"10749, 18, 10402, 35","Rock, Pop, Stage & Screen",Soundtrack,81.33
Sing Street,sing street,various sing street,2016,2016,"10749, 18, 10402, 35",Stage & Screen,Soundtrack,81.33
Sing Street,sing street,various sing street,2016,2016,"10749, 18, 10402, 35","Rock, Pop, Stage & Screen",Soundtrack,81.33
Star Wars: Return of the Jedi,return of the jedi,john williams star wars return of the jedi,1983,1983,"12, 28, 878","Electronic, Funk / Soul, Classical, Stage & Screen","Soundtrack, Funk, Contemporary",72.0
Star Wars: Return of the Jedi,return of the jedi,john williams star wars return of the jedi,1983,1983,"12, 28, 878","Electronic, Funk / Soul, Stage & Screen","Soundtrack, Funk",72.0
Star Wars: Return of the Jedi,return of the jedi,john williams star wars return of the jedi,1983,1983,"12, 28, 878","Electronic, Funk / Soul, Classical, Stage & Screen","Soundtrack, Funk, Contemporary",72.0
Star Wars: Return of the Jedi,return of the jedi,john williams star wars return of the jedi,1983,1983,"12, 28, 878",Stage & Screen,"Soundtrack, Theme, Score, Funk, Disco",72.0
Star Wars: The Empire Strikes Back,empire strikes back,john williams the london symphony orchestra star wars the empire strikes back,1980,1980,"12, 28, 878","Classical, Stage & Screen","Soundtrack, Contemporary",57.71
Star Wars: The Empire Strikes Back,empire strikes back,john williams the london symphony orchestra star wars the empire strikes back,1980,1980,"12, 28, 878","Classical, Stage & Screen","Soundtrack, Score, Contemporary, Theme",57.71
Star Wars: The Empire Strikes Back,empire strikes back,john williams the london symphony orchestra star wars the empire strikes back,1980,1980,"12, 28, 878","Classical, Stage & Screen","Soundtrack, Contemporary",57.71
Suicide Squad,suicide squad,various suicide squad,2016,2016,"28, 12, 14","Electronic, Hip Hop, Rock, Pop, Folk, World, & Country, Stage & Screen",Soundtrack,83.53
Suicide Squad,suicide squad,various suicide squad,2016,2016,"28, 12, 14","Hip Hop, Rock, Pop, Stage & Screen",Soundtrack,83.53
Suicide Squad,suicide squad,various the suicide squad,2021,2021,"28, 35, 12",Stage & Screen,Soundtrack,77.89
Suicide Squad,suicide squad,various the suicide squad,2021,2021,"28, 35, 12",Stage & Screen,Soundtrack,77.89
Suicide Squad,suicide squad,various the suicide squad,2021,2021,"28, 35, 12",Stage & Screen,Soundtrack,77.89
Suicide Squad,crazy famous,various suicide squad,2017,2016,"28, 35, 10770","Electronic, Hip Hop, Rock, Pop, Folk, World, & Country, Stage & Screen",Soundtrack,38.09
Suicide Squad,crazy famous,various suicide squad,2017,2016,"28, 35, 10770","Hip Hop, Rock, Pop, Stage & Screen",Soundtrack,38.09
Tenet,tenet,ludwig goransson tenet,2020,2020,"28, 53, 878","Electronic, Classical, Stage & Screen","Score, Soundtrack",55.93
Tenet,tenet,ludwig goransson tenet,2020,2021,"28, 53, 878","Electronic, Classical, Stage & Screen","Soundtrack, Score",55.93
Tenet,tenet,ludwig goransson tenet,2020,2020,"28, 53, 878","Electronic, Classical, Stage & Screen","Score, Soundtrack",55.93
Tenet,tenet,ludwig goransson tenet,2020,2020,"28, 53, 878","Electronic, Classical, Stage & Screen","Score, Soundtrack",55.93
Tenet,tenet,ludwig goransson tenet,2020,2020,"28, 53, 878","Electronic, Classical, Stage & Screen","Score, Soundtrack",55.93
Tenet,tenets of the maladjusted,ludwig goransson tenet,2020,2020,"18, 35","Electronic, Classical, Stage & Screen","Score, Soundtrack",40.9
Tenet,tenets of the maladjusted,ludwig goransson tenet,2020,2021,"18, 35","Electronic, Classical, Stage & Screen","Soundtrack, Score",40.9
Tenet,tenets of the maladjusted,ludwig goransson tenet,2020,2020,"18, 35","Electronic, Classical, Stage & Screen","Score, Soundtrack",40.9
Tenet,tenets of the maladjusted,ludwig goransson tenet,2020,2020,"18, 35","Electronic, Classical, Stage & Screen","Score, Soundtrack",40.9
Tenet,tenets of the maladjusted,ludwig goransson tenet,2020,2020,"18, 35","Electronic, Classical, Stage & Screen","Score, Soundtrack",40.9
Tenet,like tenet,ludwig goransson tenet,2022,2021,"878, 28, 35","Electronic, Classical, Stage & Screen","Soundtrack, Score",57.5
Tenet,looking at the world in new way the making of tenet,ludwig goransson tenet,2020,2020,99,"Electronic, Classical, Stage & Screen","Score, Soundtrack",42.58
Tenet,looking at the world in new way the making of tenet,ludwig goransson tenet,2020,2021,99,"Electronic, Classical, Stage & Screen","Soundtrack, Score",42.58
Tenet,looking at the world in new way the making of tenet,ludwig goransson tenet,2020,2020,99,"Electronic, Classical, Stage & Screen","Score, Soundtrack",42.58
Tenet,looking at the world in new way the making of tenet,ludwig goransson tenet,2020,2020,99,"Electronic, Classical, Stage & Screen","Score, Soundtrack",42.58
Tenet,looking at the world in new way the making of tenet,ludwig goransson tenet,2020,2020,99,"Electronic, Classical, Stage & Screen","Score, Soundtrack",42.58
Tenet,poliske nets,ludwig goransson tenet,2021,2020,"99, 18","Electronic, Classical, Stage & Screen","Score, Soundtrack",39.71
Tenet,poliske nets,ludwig goransson tenet,2021,2021,"99, 18","Electronic, Classical, Stage & Screen","Soundtrack, Score",39.71
Tenet,poliske nets,ludwig goransson tenet,2021,2020,"99, 18","Electronic, Classical, Stage & Screen","Score, Soundtrack",39.71
Tenet,poliske nets,ludwig goransson tenet,2021,2020,"99, 18","Electronic, Classical, Stage & Screen","Score, Soundtrack",39.71
Tenet,poliske nets,ludwig goransson tenet,2021,2020,"99, 18","Electronic, Classical, Stage & Screen","Score, Soundtrack",39.71
